2021-07-23 14:40:12.663830	https://www.encodeproject.org/report/?type=Experiment&control_type%21=%2A&status=released&perturbed=false&replicates.library.biosample.donor.organism.scientific_name=Mus+musculus&files.file_type=bam&assembly=mm10&lab.title%21=Ross+Hardison%2C+PennState&assay_title=DNase-seq&assay_title=ATAC-seq&limit=all
ID	Accession	Assay name	Assay title	Target of assay	Target gene symbol	Biosample summary	Biosample term name	Dbxrefs	Description	Lab	Project	Status	Files	Related series	Biosample accession	Biological replicate	Technical replicate	Linked antibody	Organism	Life stage	Biosample age	Biosample treatment	Biosample treatment ontology ID	Biosample treatment amount	Biosample treatment amount units	Biosample treatment duration	Biosample treatment duration units	Synchronization	Post-synchronization time	Post-synchronization time units	Replicates	Mixed biosamples
/experiments/ENCSR074RIB/	ENCSR074RIB	DNase-seq	DNase-seq			C57BL/6JxCAST/EiJ cerebral cortex tissue male (10 days)	cerebral cortex			John Stamatoyannopoulos, UW	ENCODE	released	/files/ENCFF033IQT/,/files/ENCFF126BQC/,/files/ENCFF255SWS/,/files/ENCFF560WSP/,/files/ENCFF149DUP/,/files/ENCFF523OKM/,/files/ENCFF291PJA/,/files/ENCFF350AXF/,/files/ENCFF915NLE/,/files/ENCFF825BWX/,/files/ENCFF787PQT/,/files/ENCFF075KBU/,/files/ENCFF678MPK/,/files/ENCFF003OLB/,/files/ENCFF320MFT/,/files/ENCFF130ADT/,/files/ENCFF097TLT/,/files/ENCFF406WRK/,/files/ENCFF931OUG/,/files/ENCFF814SSE/,/files/ENCFF663IIJ/,/files/ENCFF613DKS/,/files/ENCFF210OPA/,/files/ENCFF108DTC/,/files/ENCFF960XSM/,/files/ENCFF133BBC/,/files/ENCFF535VJY/,/files/ENCFF145TMF/,/files/ENCFF584MAT/,/files/ENCFF907YGH/,/files/ENCFF910MUL/,/files/ENCFF741BXN/		ENCBS329XBE,ENCBS732BTA	1,2	1		Mus musculus	unknown	10 days										/replicates/50a17a82-bb35-42f2-90cd-04ccd0a5a55b/,/replicates/1edb4196-a1d7-442f-997c-ac0de8e220ff/	
/experiments/ENCSR661HDP/	ENCSR661HDP	DNase-seq	DNase-seq			C57BL/6 limb tissue embryo (11.5 days)	limb	SCREEN-mm10:C57BL/6_limb_embryo_11.5_days,GEO:GSE83178	DNase-seq on 11.5 day (e11.5) mixed embryonic mouse limb	John Stamatoyannopoulos, UW	ENCODE	released	/files/ENCFF409NLR/,/files/ENCFF532BFX/,/files/ENCFF871XQA/,/files/ENCFF899MWP/,/files/ENCFF622NYI/,/files/ENCFF012DID/,/files/ENCFF585HRB/,/files/ENCFF439XWE/,/files/ENCFF449VFN/,/files/ENCFF449NWM/,/files/ENCFF773OMJ/,/files/ENCFF206HUG/,/files/ENCFF580RYK/,/files/ENCFF549UDU/,/files/ENCFF688HSB/,/files/ENCFF543GDG/,/files/ENCFF438QMT/,/files/ENCFF425OXA/,/files/ENCFF911XBE/,/files/ENCFF562FHZ/,/files/ENCFF445FVA/,/files/ENCFF498DZK/,/files/ENCFF071AJB/,/files/ENCFF381BRA/,/files/ENCFF489XRY/,/files/ENCFF489APV/,/files/ENCFF732YQI/,/files/ENCFF983FQS/,/files/ENCFF904POM/,/files/ENCFF926PLK/,/files/ENCFF087ZRI/,/files/ENCFF424ZBB/,/files/ENCFF158CAD/,/files/ENCFF504XTG/,/files/ENCFF184TRL/,/files/ENCFF561GJD/,/files/ENCFF403UAD/,/files/ENCFF846FBJ/,/files/ENCFF043AWS/,/files/ENCFF414DTG/,/files/ENCFF302IJK/,/files/ENCFF786JKZ/,/files/ENCFF319GBV/,/files/ENCFF505NAQ/,/files/ENCFF101SZX/,/files/ENCFF641OPE/,/files/ENCFF707YBF/,/files/ENCFF727CVX/,/files/ENCFF680ZDD/,/files/ENCFF701YIC/,/files/ENCFF811XUJ/,/files/ENCFF629JJS/,/files/ENCFF721EGN/,/files/ENCFF572KJG/,/files/ENCFF958CHM/,/files/ENCFF517EBP/,/files/ENCFF601LKS/,/files/ENCFF182STQ/,/files/ENCFF031RHM/,/files/ENCFF774XYM/,/files/ENCFF538IFO/,/files/ENCFF389YSY/,/files/ENCFF165JYH/,/files/ENCFF643JHO/,/files/ENCFF138YDA/,/files/ENCFF259JGQ/,/files/ENCFF177TVH/,/files/ENCFF748OYA/,/files/ENCFF066BNG/,/files/ENCFF917ZGV/,/files/ENCFF281HSB/,/files/ENCFF305XUE/	/reference-epigenomes/ENCSR283NCE/,/organism-development-series/ENCSR466MZF/	ENCBS365WHE,ENCBS920QKF	2,1	1,6		Mus musculus	embryonic	11.5 days										/replicates/c3f649e3-0da9-4297-a1cb-6514d1f428e4/,/replicates/5a10321c-dc3e-45b1-8c7e-4f593db49a54/,/replicates/756a2f4e-c9b8-40aa-8ae4-e41e5627d79d/	
/experiments/ENCSR000CMJ/	ENCSR000CMJ	DNase-seq	DNase-seq			RIII 3134	3134	UCSC-ENCODE-mm9:wgEncodeEM001721,GEO:GSM1014196,UCSC-ENCODE-mm9:wgEncodeEM002900	DNase-seq and DGF on mouse 3134 strain is RIII	John Stamatoyannopoulos, UW	ENCODE	released	/files/ENCFF001PCF/,/files/ENCFF001PCG/,/files/ENCFF001PCJ/,/files/ENCFF001PCS/,/files/ENCFF001YMJ/,/files/ENCFF001YML/,/files/ENCFF001OCC/,/files/ENCFF001OCD/,/files/ENCFF001ODE/,/files/ENCFF001ODF/,/files/ENCFF001OFU/,/files/ENCFF001PCE/,/files/ENCFF001PCH/,/files/ENCFF001PCI/,/files/ENCFF001PCR/,/files/ENCFF001YKO/,/files/ENCFF001YKP/,/files/ENCFF001YMI/,/files/ENCFF001YMK/,/files/ENCFF850CSA/,/files/ENCFF420XKP/,/files/ENCFF726CHP/,/files/ENCFF556KXP/,/files/ENCFF049ESY/,/files/ENCFF788AAX/,/files/ENCFF727JMH/,/files/ENCFF967GQJ/,/files/ENCFF413VUG/,/files/ENCFF453ODB/,/files/ENCFF072DJC/,/files/ENCFF270AFL/,/files/ENCFF287ZIB/,/files/ENCFF226TKT/,/files/ENCFF743VGE/,/files/ENCFF508DNU/,/files/ENCFF174FUG/,/files/ENCFF935UPN/,/files/ENCFF691ECW/,/files/ENCFF553DFA/,/files/ENCFF477VJW/,/files/ENCFF291YYW/,/files/ENCFF085FVP/,/files/ENCFF393YKO/,/files/ENCFF576DTW/,/files/ENCFF569HTQ/,/files/ENCFF408ION/,/files/ENCFF587VZL/,/files/ENCFF518TDT/,/files/ENCFF617DNN/,/files/ENCFF808GKS/,/files/ENCFF959JWV/,/files/ENCFF342BFS/,/files/ENCFF027RGX/,/files/ENCFF089BES/,/files/ENCFF386ZML/,/files/ENCFF308HMH/,/files/ENCFF160TOR/,/files/ENCFF062HQZ/,/files/ENCFF217ENT/,/files/ENCFF550SFW/,/files/ENCFF615CZP/,/files/ENCFF429GUV/,/files/ENCFF553EDX/,/files/ENCFF109SPU/,/files/ENCFF515JPE/,/files/ENCFF270QUK/,/files/ENCFF442LOF/,/files/ENCFF277GPS/,/files/ENCFF099MJJ/,/files/ENCFF234DWY/,/files/ENCFF958KGN/,/files/ENCFF590IMV/		ENCBS655OXH,ENCBS023ENC	2,1	1		Mus musculus	unknown											/replicates/baed61fd-3eaa-49e1-a17c-777c62d6bc86/,/replicates/39c4446b-3e9f-47d6-836e-5e83d01bb83d/	
/experiments/ENCSR000CNG/	ENCSR000CNG	DNase-seq	DNase-seq			C57BL/6 kidney tissue male adult (8 weeks)	kidney	GEO:GSM1014193,UCSC-ENCODE-mm9:wgEncodeEM001722,SCREEN-mm10:C57BL/6_kidney_male_adult_8_weeks,UCSC-ENCODE-mm9:wgEncodeEM002905	DNase-seq and DGF on 8 week mouse kidney	John Stamatoyannopoulos, UW	ENCODE	released	/files/ENCFF001OKC/,/files/ENCFF001OKD/,/files/ENCFF001PNO/,/files/ENCFF001PNQ/,/files/ENCFF001PNT/,/files/ENCFF001PNU/,/files/ENCFF001POP/,/files/ENCFF001YPX/,/files/ENCFF001YPZ/,/files/ENCFF001OKA/,/files/ENCFF001OKB/,/files/ENCFF001OKN/,/files/ENCFF001OKO/,/files/ENCFF001OLF/,/files/ENCFF001PNM/,/files/ENCFF001PNN/,/files/ENCFF001PNP/,/files/ENCFF001PNS/,/files/ENCFF001PPE/,/files/ENCFF001YLC/,/files/ENCFF001YLD/,/files/ENCFF001YPW/,/files/ENCFF001YPY/,/files/ENCFF610IEF/,/files/ENCFF467LFF/,/files/ENCFF492LGM/,/files/ENCFF528WKU/,/files/ENCFF323QSE/,/files/ENCFF695COY/,/files/ENCFF811ZYM/,/files/ENCFF561HSI/,/files/ENCFF162FKB/,/files/ENCFF962DKQ/,/files/ENCFF460DAC/,/files/ENCFF054LNP/,/files/ENCFF815HHA/,/files/ENCFF864XUL/,/files/ENCFF076SHE/,/files/ENCFF473SYQ/,/files/ENCFF440PUL/,/files/ENCFF856PTK/,/files/ENCFF488NBK/,/files/ENCFF347XZB/,/files/ENCFF254VGT/,/files/ENCFF389HGE/,/files/ENCFF231OKQ/,/files/ENCFF420QSQ/,/files/ENCFF247DSM/,/files/ENCFF744DCK/,/files/ENCFF271LSH/,/files/ENCFF951OMN/,/files/ENCFF951OZB/,/files/ENCFF067QCI/,/files/ENCFF638QRL/,/files/ENCFF321AJA/,/files/ENCFF015QYI/,/files/ENCFF707TIU/,/files/ENCFF524QYM/,/files/ENCFF597TYV/,/files/ENCFF590HND/,/files/ENCFF310JDW/,/files/ENCFF132JTA/,/files/ENCFF886TVL/,/files/ENCFF103QXA/,/files/ENCFF046NXA/,/files/ENCFF157EKD/,/files/ENCFF587XGH/,/files/ENCFF366BIN/	/reference-epigenomes/ENCSR607TSZ/	ENCBS193ENC,ENCBS192ENC	1,2	1		Mus musculus	adult	8 weeks										/replicates/1d9ba292-ffd0-4692-9b6b-4e96d908d675/,/replicates/21f3a9f3-c31d-409e-9b75-7584253a803a/	
/experiments/ENCSR000CMV/	ENCSR000CMV	DNase-seq	DNase-seq			129 ES-CJ7	ES-CJ7	UCSC-ENCODE-mm9:wgEncodeEM002915,GEO:GSM1014187,SCREEN-mm10:129_ES-CJ7,UCSC-ENCODE-mm9:wgEncodeEM001728	DNase-seq and DGF on E0 mouse ES-CJ7 strain is 129S1-SVImJ	John Stamatoyannopoulos, UW	ENCODE	released	/files/ENCFF001OHV/,/files/ENCFF001OHW/,/files/ENCFF001PID/,/files/ENCFF001PIF/,/files/ENCFF001PIJ/,/files/ENCFF001PIK/,/files/ENCFF001PJR/,/files/ENCFF001YOF/,/files/ENCFF001YOH/,/files/ENCFF001OHT/,/files/ENCFF001OHU/,/files/ENCFF001OIK/,/files/ENCFF001OIL/,/files/ENCFF001OKP/,/files/ENCFF001PIC/,/files/ENCFF001PIE/,/files/ENCFF001PIH/,/files/ENCFF001PII/,/files/ENCFF001PJK/,/files/ENCFF001YKY/,/files/ENCFF001YKZ/,/files/ENCFF001YOE/,/files/ENCFF001YOG/,/files/ENCFF001OHX/,/files/ENCFF500YKJ/,/files/ENCFF376DTQ/,/files/ENCFF677DWU/,/files/ENCFF151KCT/,/files/ENCFF257LEA/,/files/ENCFF984FUG/,/files/ENCFF848KQE/,/files/ENCFF680PQC/,/files/ENCFF913KVR/,/files/ENCFF205FPE/,/files/ENCFF620ICF/,/files/ENCFF734QLO/,/files/ENCFF014RVB/,/files/ENCFF319IPQ/,/files/ENCFF863UQR/,/files/ENCFF249EVD/,/files/ENCFF836HII/,/files/ENCFF255YGB/,/files/ENCFF586OZL/,/files/ENCFF327HMI/,/files/ENCFF401DEL/,/files/ENCFF162RJV/,/files/ENCFF365YJX/,/files/ENCFF944ATE/,/files/ENCFF916ZZH/,/files/ENCFF772YXR/,/files/ENCFF119QSY/,/files/ENCFF109OKD/,/files/ENCFF800BXK/,/files/ENCFF622TWZ/,/files/ENCFF021VJV/,/files/ENCFF879XLN/,/files/ENCFF047AQN/,/files/ENCFF073ZCO/,/files/ENCFF876RAH/,/files/ENCFF816IPU/,/files/ENCFF950SQZ/,/files/ENCFF914FEQ/,/files/ENCFF606MBO/,/files/ENCFF761KMC/,/files/ENCFF127PMH/,/files/ENCFF588DCR/,/files/ENCFF918OTM/,/files/ENCFF317EVZ/,/files/ENCFF198OZQ/		ENCBS816RMP,ENCBS028ENC	2,1	1,2		Mus musculus	embryonic											/replicates/ea0591ef-8369-4ebc-a4b8-25d516cda479/,/replicates/d5c37c32-a385-41f4-8e2f-1fc340d6852b/,/replicates/a5503bf2-cafb-439e-a1bc-d63a92c7b0b6/	
/experiments/ENCSR742DUR/	ENCSR742DUR	DNase-seq	DNase-seq			C57BL/6 lung tissue embryo (14.5 days)	lung	SCREEN-mm10:C57BL/6_lung_embryo_14.5_days,GEO:GSE83181	DNase-seq on 14.5 day mixed embryonic mouse lung	John Stamatoyannopoulos, UW	ENCODE	released	/files/ENCFF109IYL/,/files/ENCFF563NNA/,/files/ENCFF527YUJ/,/files/ENCFF919CCU/,/files/ENCFF006UXG/,/files/ENCFF385BSB/,/files/ENCFF947YPV/,/files/ENCFF735QDC/,/files/ENCFF909GEE/,/files/ENCFF161AXL/,/files/ENCFF511HQF/,/files/ENCFF535HRX/,/files/ENCFF754PCV/,/files/ENCFF630NJP/,/files/ENCFF199WPL/,/files/ENCFF116LVY/,/files/ENCFF205PNB/,/files/ENCFF385VWO/,/files/ENCFF942NDX/,/files/ENCFF944XPR/,/files/ENCFF410PCK/,/files/ENCFF715WAL/,/files/ENCFF075WKU/,/files/ENCFF043UNG/,/files/ENCFF240UNK/,/files/ENCFF035DRK/,/files/ENCFF163KHM/,/files/ENCFF809DUN/,/files/ENCFF717JUQ/,/files/ENCFF450ZNE/,/files/ENCFF261YWP/,/files/ENCFF561HDY/,/files/ENCFF339CEB/,/files/ENCFF823KMW/,/files/ENCFF655EDT/,/files/ENCFF616XIK/,/files/ENCFF882UWD/,/files/ENCFF816WRM/,/files/ENCFF993YWY/	/reference-epigenomes/ENCSR944NEQ/	ENCBS665FLY	1	1		Mus musculus	embryonic	14.5 days										/replicates/4a56f08c-39b8-4c5a-a0b8-7c82db26c61e/	
/experiments/ENCSR000CNT/	ENCSR000CNT	DNase-seq	DNase-seq			M.spretus x C57BL/6J Patski	Patski	SCREEN-mm10:M.spretus_x_C57BL/6J_Patski,GEO:GSM1014171,UCSC-ENCODE-mm9:wgEncodeEM001736	DNase on mouse Patski cell line	John Stamatoyannopoulos, UW	ENCODE	released	/files/ENCFF001PWX/,/files/ENCFF001PWY/,/files/ENCFF001PWZ/,/files/ENCFF001PXA/,/files/ENCFF001PXB/,/files/ENCFF001PXC/,/files/ENCFF001PXD/,/files/ENCFF001PXF/,/files/ENCFF001PXH/,/files/ENCFF001PXI/,/files/ENCFF001YSU/,/files/ENCFF001YSV/,/files/ENCFF001YSW/,/files/ENCFF001YSX/,/files/ENCFF001PXG/,/files/ENCFF001PXE/,/files/ENCFF340BTA/,/files/ENCFF342ZDH/,/files/ENCFF311NIQ/,/files/ENCFF103BRO/,/files/ENCFF607HAH/,/files/ENCFF209SNG/,/files/ENCFF346LPG/,/files/ENCFF234VKK/,/files/ENCFF355JAT/,/files/ENCFF548QSS/,/files/ENCFF785ERB/,/files/ENCFF156GTW/,/files/ENCFF236UYH/,/files/ENCFF162ARB/,/files/ENCFF310CWA/,/files/ENCFF310UFU/,/files/ENCFF115VCD/,/files/ENCFF209AZH/,/files/ENCFF560QQN/,/files/ENCFF275XOC/,/files/ENCFF424IXQ/,/files/ENCFF810IKI/,/files/ENCFF478CZS/,/files/ENCFF737YNT/,/files/ENCFF082URA/,/files/ENCFF524NPW/,/files/ENCFF073FAJ/,/files/ENCFF808EAQ/,/files/ENCFF530AHH/,/files/ENCFF060MNF/,/files/ENCFF089BXP/,/files/ENCFF718IQP/,/files/ENCFF972GGX/,/files/ENCFF825ROY/,/files/ENCFF846SWU/,/files/ENCFF603ONQ/,/files/ENCFF632WLC/,/files/ENCFF683ZIM/,/files/ENCFF579FWM/,/files/ENCFF532KJO/,/files/ENCFF769III/,/files/ENCFF864NPM/,/files/ENCFF867JTD/,/files/ENCFF584OUM/,/files/ENCFF716AHI/,/files/ENCFF167SME/,/files/ENCFF086IHS/,/files/ENCFF830VUE/,/files/ENCFF898CFQ/,/files/ENCFF084PUF/,/files/ENCFF121WWG/,/files/ENCFF127TSM/,/files/ENCFF470MDC/,/files/ENCFF130WEM/,/files/ENCFF380PWI/,/files/ENCFF138NUB/,/files/ENCFF035TKQ/,/files/ENCFF149OHH/,/files/ENCFF191BTW/,/files/ENCFF005DUF/		ENCBS463JXY,ENCBS172ENC	2,1	1		Mus musculus	unknown											/replicates/a7321145-9a09-4bcd-a063-947bf900fe10/,/replicates/30b10c6a-6c5a-484d-9858-5c1f5205ed5b/	
/experiments/ENCSR000CMO/	ENCSR000CMO	DNase-seq	DNase-seq			C57BL/6 cerebellum tissue male adult (8 weeks)	cerebellum	SCREEN-mm10:C57BL/6_cerebellum_male_adult_8_weeks,UCSC-ENCODE-mm9:wgEncodeEM001716,GEO:GSM1014164	DNase on 8 week adult mouse cerebellum	John Stamatoyannopoulos, UW	ENCODE	released	/files/ENCFF001PEY/,/files/ENCFF001PEZ/,/files/ENCFF001PFA/,/files/ENCFF001PFB/,/files/ENCFF001PFC/,/files/ENCFF001PFD/,/files/ENCFF001PFG/,/files/ENCFF001PFH/,/files/ENCFF001PFI/,/files/ENCFF001PFJ/,/files/ENCFF001PFK/,/files/ENCFF001PFL/,/files/ENCFF001PFM/,/files/ENCFF001PFN/,/files/ENCFF001PFQ/,/files/ENCFF001YNG/,/files/ENCFF001YNH/,/files/ENCFF001YNI/,/files/ENCFF001YNJ/,/files/ENCFF001YNK/,/files/ENCFF001YNL/,/files/ENCFF001PFF/,/files/ENCFF001PFE/,/files/ENCFF155WFO/,/files/ENCFF123TJN/,/files/ENCFF387LVQ/,/files/ENCFF582YLY/,/files/ENCFF228IME/,/files/ENCFF420RYL/,/files/ENCFF973MWG/,/files/ENCFF301KRO/,/files/ENCFF017LVP/,/files/ENCFF290BBA/,/files/ENCFF643QPR/,/files/ENCFF689JCZ/,/files/ENCFF309UKS/,/files/ENCFF683FSK/,/files/ENCFF666PXL/,/files/ENCFF204PZQ/,/files/ENCFF021GXT/,/files/ENCFF781RNJ/,/files/ENCFF190YNK/,/files/ENCFF200CUQ/,/files/ENCFF461SIY/,/files/ENCFF863XNJ/,/files/ENCFF162ZQL/,/files/ENCFF180KWE/,/files/ENCFF689LWK/,/files/ENCFF182PRJ/,/files/ENCFF147BFB/,/files/ENCFF146NWB/,/files/ENCFF632TIH/,/files/ENCFF062RXD/,/files/ENCFF580OST/,/files/ENCFF104WSA/,/files/ENCFF873XWR/,/files/ENCFF776EVF/,/files/ENCFF417XVF/,/files/ENCFF265EIS/,/files/ENCFF102VDX/,/files/ENCFF599QUI/,/files/ENCFF227JYC/,/files/ENCFF495VUB/,/files/ENCFF205ELV/,/files/ENCFF769SVW/,/files/ENCFF265XWK/,/files/ENCFF522MPC/,/files/ENCFF341HTY/,/files/ENCFF852ROA/,/files/ENCFF195VAI/,/files/ENCFF940EAK/,/files/ENCFF153XXS/,/files/ENCFF533ILX/,/files/ENCFF050AEA/,/files/ENCFF003QTH/,/files/ENCFF862IAE/,/files/ENCFF717ZMV/,/files/ENCFF446HPV/,/files/ENCFF238GIL/,/files/ENCFF474GND/,/files/ENCFF855GSU/,/files/ENCFF519MDG/,/files/ENCFF720OOL/,/files/ENCFF479XPS/,/files/ENCFF153NUZ/,/files/ENCFF045LPC/,/files/ENCFF655ITP/,/files/ENCFF421NKZ/,/files/ENCFF864LZP/,/files/ENCFF631IIT/,/files/ENCFF859RYK/,/files/ENCFF404WLW/,/files/ENCFF104TDN/,/files/ENCFF695IRV/,/files/ENCFF963QAE/,/files/ENCFF778ZIT/,/files/ENCFF360HTO/,/files/ENCFF199SQR/,/files/ENCFF584ERS/,/files/ENCFF075MCZ/,/files/ENCFF963RLQ/,/files/ENCFF527MAB/,/files/ENCFF195DQA/,/files/ENCFF144NLS/,/files/ENCFF330DJU/,/files/ENCFF524XFF/,/files/ENCFF293XWM/,/files/ENCFF731FKV/,/files/ENCFF869NNT/,/files/ENCFF134NPA/,/files/ENCFF841FJU/,/files/ENCFF827RZM/,/files/ENCFF027SPG/	/reference-epigenomes/ENCSR738IWZ/	ENCBS321ENC,ENCBS142ZIG,ENCBS320ENC	1,2,3	1		Mus musculus	adult	8 weeks										/replicates/43f7ec8a-516a-4cfa-bf99-a3f03b4481f4/,/replicates/26760029-5f9d-47aa-9f51-89380d4e98e3/,/replicates/87c3f300-ba5d-4c5d-9bac-371b8564d6d0/	
/experiments/ENCSR939NQH/	ENCSR939NQH	DNase-seq	DNase-seq			C57BL/6JxCAST/EiJ kidney tissue female (25 days)	kidney			John Stamatoyannopoulos, UW	ENCODE	released	/files/ENCFF547JZH/,/files/ENCFF419WTN/,/files/ENCFF902USX/,/files/ENCFF210YLD/,/files/ENCFF313GRR/,/files/ENCFF115EBM/,/files/ENCFF377JES/,/files/ENCFF161TUG/,/files/ENCFF828MSC/,/files/ENCFF145PZJ/,/files/ENCFF845FYN/,/files/ENCFF473UFP/,/files/ENCFF554DVZ/,/files/ENCFF405FSZ/,/files/ENCFF028YLJ/,/files/ENCFF865YET/,/files/ENCFF672RDD/,/files/ENCFF493AIB/,/files/ENCFF124EEY/,/files/ENCFF213ZNP/,/files/ENCFF878OYD/,/files/ENCFF979DZZ/,/files/ENCFF957MHJ/,/files/ENCFF271LMP/,/files/ENCFF293QNC/,/files/ENCFF500BGP/,/files/ENCFF622OKX/,/files/ENCFF003ZTD/,/files/ENCFF889SHG/,/files/ENCFF059WLC/,/files/ENCFF724FTR/,/files/ENCFF995MQE/,/files/ENCFF577FTC/,/files/ENCFF219VLW/,/files/ENCFF084JPL/,/files/ENCFF280NDD/,/files/ENCFF069BFT/,/files/ENCFF391UEN/		ENCBS664APR,ENCBS490MGS	2,1	1		Mus musculus	unknown	25 days										/replicates/92e929b3-1460-4f3f-abe9-af001c926db6/,/replicates/e43fb2c3-8e4d-4f8c-8ad6-55541d2728f9/	
/experiments/ENCSR984XSP/	ENCSR984XSP	DNase-seq	DNase-seq			C57BL/6JxCAST/EiJ kidney tissue male (10 days)	kidney			John Stamatoyannopoulos, UW	ENCODE	released	/files/ENCFF856MXM/,/files/ENCFF382RKI/,/files/ENCFF990EPE/,/files/ENCFF575VUG/,/files/ENCFF531DKU/,/files/ENCFF012PHK/,/files/ENCFF281HDW/,/files/ENCFF796BVJ/,/files/ENCFF885ZJF/,/files/ENCFF463EUQ/,/files/ENCFF861KYO/,/files/ENCFF868GEZ/,/files/ENCFF718TOR/,/files/ENCFF436IXM/,/files/ENCFF520VJS/,/files/ENCFF166TAD/,/files/ENCFF368NSG/,/files/ENCFF685OIO/,/files/ENCFF437JXE/,/files/ENCFF642UCM/,/files/ENCFF450EIH/,/files/ENCFF649IEP/,/files/ENCFF658DPC/,/files/ENCFF882SFQ/,/files/ENCFF236OKU/,/files/ENCFF630ILB/,/files/ENCFF949FYO/,/files/ENCFF596VTP/,/files/ENCFF285ERL/,/files/ENCFF235PCL/,/files/ENCFF196OUS/,/files/ENCFF181QQD/,/files/ENCFF482RJI/,/files/ENCFF787TUL/		ENCBS242ELR,ENCBS619MUG	1,2	1		Mus musculus	unknown	10 days										/replicates/07061cb1-5104-4c76-bb18-f55822ca7a35/,/replicates/3e76295d-3377-49bf-9fd2-fdbe67507ecf/	
/experiments/ENCSR455VIA/	ENCSR455VIA	DNase-seq	DNase-seq			C57BL/6JxCAST/EiJ adrenal gland tissue female (2 months)	adrenal gland			John Stamatoyannopoulos, UW	ENCODE	released	/files/ENCFF261DJO/,/files/ENCFF529LSK/,/files/ENCFF350ROW/,/files/ENCFF355MBD/,/files/ENCFF775VVL/,/files/ENCFF742TCW/,/files/ENCFF767HPO/,/files/ENCFF063FCE/,/files/ENCFF902ABI/,/files/ENCFF357VIG/,/files/ENCFF983MNM/,/files/ENCFF710ZNV/,/files/ENCFF465RVA/,/files/ENCFF549PCX/,/files/ENCFF412IHE/,/files/ENCFF280LMX/,/files/ENCFF212LGG/,/files/ENCFF728PUA/,/files/ENCFF743IZN/,/files/ENCFF328BJG/,/files/ENCFF634VUM/,/files/ENCFF360UFH/,/files/ENCFF398KIR/,/files/ENCFF338NSO/,/files/ENCFF381HPP/,/files/ENCFF313UAH/,/files/ENCFF154ITT/,/files/ENCFF964RRL/,/files/ENCFF673OVH/,/files/ENCFF395XSO/,/files/ENCFF074SID/,/files/ENCFF031QJO/		ENCBS006QMU,ENCBS554DER	1,2	1		Mus musculus	unknown	2 months										/replicates/b287ac6b-4cae-49cd-a8ca-1c7c05d7ca0c/,/replicates/afdd32c4-4a0f-49dd-bb1c-b2d3c81a7545/	
/experiments/ENCSR671SQM/	ENCSR671SQM	DNase-seq	DNase-seq			C57BL/6JxCAST/EiJ testis tissue male (10 days)	testis			John Stamatoyannopoulos, UW	ENCODE	released	/files/ENCFF946XKH/,/files/ENCFF923VPI/,/files/ENCFF220LUA/,/files/ENCFF136CPR/,/files/ENCFF729YUT/,/files/ENCFF750CKM/,/files/ENCFF313YOI/,/files/ENCFF103BCS/,/files/ENCFF150NMW/,/files/ENCFF840OBY/,/files/ENCFF704TAX/,/files/ENCFF691VBM/,/files/ENCFF946NML/,/files/ENCFF317ZRY/,/files/ENCFF363GOA/,/files/ENCFF521YMM/,/files/ENCFF401YWS/,/files/ENCFF766PNZ/,/files/ENCFF761SOM/,/files/ENCFF083XKZ/,/files/ENCFF462AEQ/,/files/ENCFF391KMK/,/files/ENCFF968FPH/,/files/ENCFF865FKF/,/files/ENCFF230FAR/,/files/ENCFF602GHT/,/files/ENCFF646COV/,/files/ENCFF059OXY/,/files/ENCFF678HHO/,/files/ENCFF344KNL/,/files/ENCFF891NLA/,/files/ENCFF955WQU/		ENCBS457BCZ,ENCBS442SNW	1,2	1		Mus musculus	unknown	10 days										/replicates/f4a2be5b-3b66-46a0-93f3-20ad4d3ccdba/,/replicates/149211b0-8bcd-4539-b50e-0bf1dce0e308/	
/experiments/ENCSR824YVS/	ENCSR824YVS	DNase-seq	DNase-seq			C57BL/6JxCAST/EiJ cerebral cortex tissue female (10 days)	cerebral cortex			John Stamatoyannopoulos, UW	ENCODE	released	/files/ENCFF016EKJ/,/files/ENCFF805RTE/,/files/ENCFF486QRB/,/files/ENCFF797YCC/,/files/ENCFF473AFK/,/files/ENCFF990UXQ/,/files/ENCFF159EZY/,/files/ENCFF346INJ/,/files/ENCFF008SGN/,/files/ENCFF752YZY/,/files/ENCFF177KKN/,/files/ENCFF458JPI/,/files/ENCFF361UWE/,/files/ENCFF054FEZ/,/files/ENCFF851YPP/,/files/ENCFF133PSU/,/files/ENCFF619LHY/,/files/ENCFF205ZTC/,/files/ENCFF076VOV/,/files/ENCFF249AGL/,/files/ENCFF399SOV/,/files/ENCFF885EUC/,/files/ENCFF497RAD/,/files/ENCFF613EAE/,/files/ENCFF582ZHU/,/files/ENCFF612PXE/,/files/ENCFF402PMV/,/files/ENCFF921VUU/,/files/ENCFF718DGO/,/files/ENCFF262BLN/,/files/ENCFF798GRT/,/files/ENCFF538WTL/,/files/ENCFF832VQW/,/files/ENCFF736VZJ/		ENCBS151MWD,ENCBS870YKW	1,2	1		Mus musculus	unknown	10 days										/replicates/ade12834-7580-41eb-941f-9525caac22f6/,/replicates/53979989-9589-412c-97a2-5aee3d0137c1/	
